ángelait	ángelaite
schmierenkomödie	farce
schmierentheater	farce
schmieren	greasing
schmierereien	smearings
schmiererei	daub
schmierer	dauber
schmiere	fleapit
schmierfähigkeit	lubricity
schmierfett	grease
schmierfink	hack
schmierflechte	impetigo
schmierfleck	smirch
schmiergelder	backhanders
schmiergeld	kickback
schmierheft	jotter
schmieriger	smearier
schmierig	gloppy
schmierigkeit	greasiness
schmierig	lubricious
schmierigste	smeariest
schmierig	slobbery
schmierläuse	mealybugs
schmiermittel	lube
schmierspur	smear
schmierstoffe	lubricants
schmierstoff	lubricant
schmiert	tallows
schmierung	greasing
schmiervorrichtung	lubricator
schmierzettel	notepad
schminken	makeup
schminke	makeup
schminksachen	cosmetics
schminktisch	vanity
schminkwurz	alkanna
schmirgelmittel	abrasive
schmirgeln	grinding
schmirgelpapier	sandpaper
schmirgel	abradant
schmissig	dashing
schmissiger	zippier
schmissigkeit	snappiness
schmissig	racy
schmissigste	zippiest
schmiss	peppiness
schmitterit	schmitterite
schmitze	whip
schmitz	lash
schmock	shmock
schmok	smoke
schmollender	sulker
schmollend	poutedly
schmollen	pouting
schmollmund	moue
schmollwinkel	growlery
schmonzes	balderdash
schmonzette	slush
schmorend	braising
schmorgericht	stew
schmorpfanne	casserole
schmortopf	stewpot
schmuckanhänger	pendant
schmuckgegenstand	trinket
schmuckhändlerin	jeweller
schmuckhändler	jeweller
schmuckkästchen	casket
schmuckleiste	border
schmucklilien	agapanthus
schmucklos	austerely
schmucklosigkeit	austerity
schmucklos	plain
schmucksachen	jewellery
schmuck	saucy
schmuckschildkröte	cooter
schmuckstück	ornament
schmuckstein	gem
schmuck	trim
schmuckvögel	cotingas
schmuckwaren	bijouterie
schmuckzypresse	cypress
schmuck	dapper
schmuddelig	bedraggled
schmuddelkind	ragamuffin
schmuddel	grunge
schmuddlig	dingy
schmuggelei	smuggling
schmuggelnd	bootlegging
schmuggeln	smuggling
schmuggelware	contraband
schmuggel	contrabandism
schmuggler	bootlegger
schmusekätzchen	pussycat
schmusekatze	pussycat
schmusend	smooching
schmuserei	smooch
schmuserin	cuddler
schmuser	toady
schmusig	cuddly
schmus	bargain
schmutzdecke	schmutzdecke
schmutzfänger	mudflap
schmutzfink	dirtbird
schmutzflecken	spot
schmutzfleck	smirch
schmutzig	beastly
schmutziger	dirtier
schmutzig	filthily
schmutzigkeit	dirtiness
schmutzig	lewd
schmutzigste	dirtiest
schmutzig	turbid
schmutzliteratur	pornography
schmutzstarrend	filthy
schmutzstoffe	pollutants
schmutzstoff	contaminant
schmutzwasser	slop
schmutz	dirtiness
schnäbel	beaks
schnäpel	houting
schnäppchen	bargain
schnäpperrötel	akalat
schnäpperwürger	batises
schnäpper	lancet
schnäpschen	quickie
schnäpse	shorts
schnäuzelchen	piggywiggy
schnäuzend	blowing
schnäuztuch	handkerchief
schnöde	despicable
schnörkelei	ornateness
schnörkelhaft	ornate
schnörkelig	squiggly
schnörkellos	simple
schnörkel	paraph
schnöselig	snotty
schnösel	snot
schnüffelei	snoopery
schnüffelnase	stickybeak
schnüffelnd	sniffing
schnüffeln	snooping
schnüfflerin	snooper
schnüffler	snooper
schnürbänder	laces
schnürband	lace
schnürboden	flies
schnürend	lacing
schnürer	tie
schnüre	cords
schnürleib	bodice
schnürlochstecher	stiletto
schnürlsamt	corduroy
schnürnadel	bodkin
schnürschuh	tie
schnürsenkeln	shoelaces
schnürsenkel	bootlace
schnürung	lacing
schnürwerk	lacing
schnabelöffnung	rictus
schnabelartig	beaklike
schnabelförmig	beaked
schnabelfische	duckbills
schnabelhieb	peck
schnabeligel	echidna
schnabelkürzen	debeaking
schnabelkerfe	hemipterans
schnabellos	beakless
schnabelrücken	culmen
schnabelschuh	poulaine
schnabelspitze	apex
schnabeltiere	duckbills
schnabeltier	duckbill
schnabel	beak
schnackerl	hiccup
schnack	chitchat
schnafte	splendid
schnaikig	picky
schnakenlarven	leatherjackets
schnakenlarve	leatherjacket
schnaken	gnats
schnake	cranefly
schnallend	strapping
schnallen	buckles
schnalle	buckle
schnalzer	crack
schnalzlaute	clicks
schnalzlaut	click
schnalz	click
schnappend	nabbing
schnappen	clunk
schnapper	snapper
schnapphahn	highwayman
schnappmesser	switchblade
schnappriegel	latch
schnappsack	knapsack
schnappschüsse	snapshots
schnappschloss	snap
schnappschuss	thumbshot
schnappt	snatches
schnappverschluss	catch
schnapsbrennereien	distilleries
schnapsbrennerin	distiller
schnapsbrenner	distiller
schnapsbruder	boozer
schnapsdrossel	boozehound
schnapsladen	offie
schnapszahl	repdigit
schnaps	juice
schnarchend	snoring
schnarchen	snoring
schnarcherin	snorer
schnarcher	snorer
schnarchnase	slowcoach
schnarrend	buzzing
schnarre	buzzer
schnatterente	chatterbox
schnatterer	cackler
schnattergans	magpie
schnatterliese	chatterbox
schnatternd	cackling
schnattern	quack
schnatterte	chattered
schnaubend	snorting
schnauben	snorting
schnaufend	gasping
schnaufen	wheeze
schnaufer	breath
schnauf	breath
schnaupe	spout
schnauzbärtig	moustachioed
schnauzbart	mustachio
schnauz	catfoot
schnauzenbrassen	picarels
schnauzenschnecken	bithyniidae
schnauzen	muzzles
schnauzer	schnauzer
schnauze	beak
schnauz	moustache
schnau	snow
schneckenbohrer	gimlet
schneckenbohrung	augering
schneckenförmig	conchoidal
schneckengewinde	worm
schneckenklee	medick
schneckenlinie	conchoid
schneckenloch	helicotrema
schneckenpresse	auger
schneckentempo	crawl
schneckenverzierung	scrollwork
schneckenzucht	heliciculture
schnecken	escargots
schnecke	escargot
schneck	snail
schneealpe	schneealpe
schneeanzüge	snowsuits
schneeanzug	snowsuit
schneeartig	snowily
schneebälle	snowballs
schneeball	snowball
schneebedecktheit	snowiness
schneebedeckt	snowy
schneebergit	schneebergite
schneebesen	eggbeater
schneeblind	snowblind
schneechaos	snowpocalypse
schneedicht	snowproof
schneeeis	boilerplate
schneefälle	snowfalls
schneefall	snowfall
schneefeld	snowfield
schneeflöckchen	snowflake
schneeflocken	snowflakes
schneeflocke	snowflake
schneefräse	snowblower
schneefrei	snowless
schneegürtel	snowbelt
schneegestöber	snowsquall
schneeglöckchen	snowdrop
schneehöschen	pufflegs
schneehütte	igloo
schneehaus	igloo
schneeiger	snowier
schneeig	niveous
schneeigste	snowiest
schneekappenkolibri	snowcap
schneekrönchen	snowcap
schneelandschaft	snowscape
schneeleopard	ounce
schneemänner	snowmen
schneemann	snowman
schneematsch	slush
schneemenge	snowfall
schneemobil	snowmobile
schneepart	snowpart
schneepflüge	snowploughs
schneepflug	snowplough
schneeräumer	snowplough
schneeregen	sleet
schneeregion	snowzone
schneereich	snowy
schneerute	eggbeater
schneeschaufel	snowpusher
schneeschippe	snowpusher
schneeschläger	eggbeater
schneeschmelze	snowmelt
schneeschuhe	snowshoes
schneeschuh	snowshoe
schneestürme	blizzards
schneesturm	blizzard
schneeverwehungen	snowdrifts
schneeverwehung	snowdrift
schneewächte	cornice
schneewahn	chionomania
schneewasser	brash
schneewechte	snowdrift
schneewehe	snowbank
schneeweiß	snowy
schnee	ghostweed
schneidbar	cuttable
schneidbrenner	blowpipe
schneidebrett	breadboard
schneideeinrichtung	cutter
schneidemühle	sawmill
schneidemühl	piła
schneidemaschinen	slicers
schneidemaschine	guillotine
schneidemesser	cutter
schneidend	cutting
schneiden	cutting
schneiderbügeleisen	goose
schneidereien	tailorings
schneiderei	dressmaking
schneiderfingerhut	thimble
schneiderhöhnit	schneiderhöhnite
schneiderhandwerk	tailoring
schneiderin	dressmaker
schneiderkarpfen	belica
schneiderkunst	couture
schneidermäßig	sartorial
schneidernd	tailoring
schneiderpuppe	judy
schneiderseele	coward
schneider	cutter
schneidewaren	cutlery
schneidezähne	incisors
schneidezahn	incisor
schneide	edge
schneidig	dashing
schneidmühle	granulator
schneidspäne	cuttings
schneidwaren	cutlery
schneidwerkzeug	cutter
schneid	grit
schneiend	snowing
schneise	cutting
schneiteln	pollarding
schneitelung	lopping
schneitelwirtschaft	lopping
schnellabschaltung	scram
schnell	apace
schnellboot	speedboat
schnell	briskly
schnellend	flicking
schneller	faster
schnell	expeditious
schnelle	speed
schnellfüßig	celeripedean
schnellfahrer	speeder
schnell	fast
schnellgang	overdrive
schnellgaststätte	cafeteria
schnellhefter	folder
schnellie	snellie
schnelligkeit	alacrity
schnellimbisse	snacks
schnellimbiss	snackbar
schnellkäfer	elaters
schnellkraft	springiness
schnellläufer	sprinters
schnelllader	speedloader
schnellmarsch	quickstep
schnellmesser	tachymeter
schnell	post
schnellschritt	quickstep
schnell	sharpish
schnellsortieren	quick
schnell	speedily
schnellstart	quickstart
schnellste	fastest
schnellstens	expressly
schnellste	quickest
schnellstraßen	clearways
schnellstraße	clearway
schnell	swift
schnelltasten	accelerators
schnellwäscherei	launderette
schnellwaage	steelyard
schnellzug	express
schnepfenstrauß	kiwi
schnepfenvögel	sandpipers
schnepfen	snipes
schnepfe	snipe
schnepper	scarificator
schneppe	nozzle
schneuzend	blowing
schnibbelnd	whittling
schnickschnack	folderol
schniedelwutz	willy
schniedel	doodle
schniefend	sniffling
schniefen	sniffle
schniegelnd	titivating
schnieke	posh
schnippchen	snap
schnippelnd	snipping
schnippeln	cutting
schnippel	snip
schnippend	snipping
schnippisch	caustic
schnipp	snip
schnipsel	shred
schnipser	flick
schnitt!	cut!
schnittdarstellung	sectioning
schnitterin	reaper
schnitter	cradler
schnitte	slice
schnittfeld	intersection
schnittfest	firm
schnittfläche	interface
schnittgrat	burr
schnittgut	clippings
schnittig	rakish
schnittigste	raciest
schnittig	streamlined
schnittlauch	chives
schnittlinie	cutline
schnittmeister	cutter
schnittmenge	overlap
schnittmuster	pattern
schnittpunkte	intersections
schnittpunkt	intercept
schnittsalat	lettuce
schnittstelle	cut
schnittverletzungen	cuts
schnittverletzung	cut
schnittwaren	draperies
schnittwunde	cut
schnitt	cut
schnitzarbeiten	carvings
schnitzarbeit	carving
schnitzeljagd	paperchase
schnitzel	shred
schnitzend	carving
schnitzerei	carving
schnitzer	bloomer
schnitzmesser	whittle
schnitz	slice
schnobend	sniffing
schnodderiger	perter
schnodderigkeit	brashness
schnodderigste	pertest
schnodderig	brashly
schnodder	snot
schnoddrig	brash
schnorchelnd	snorkeling
schnorcheln	snorkeling
schnorchelt	snorkels
schnorchel	snorkel
schnorchler	snorkeler
schnorrend	cadging
schnorren	bumming
schnorrerin	panhandler
schnorrer	cadger
schnuckelchen	babe
schnuckelig	appetising
schnuckel	twink
schnucke	candy
schnucki	darling
schnuckzeug	candy
schnuffig	cuddly
schnuller	binky
schnulzensänger	crooner
schnulzen	tearjerkers
schnulze	sobstuff
schnulzig	gooey
schnupfend	snuffing
schnupfenvirus	rhinovirus
schnupfen	catarrh
schnupftabakdosen	snuffboxes
schnupftabakdose	snuffbox
schnupftabak	snuff
schnupftuch	handkerchief
schnuppernd	snuffling
schnuppe	snuff
schnurbaum	toromiro
schnurlos	cordless
schnurlostelefon	cordless
schnurlos	wireless
schnurrbärte	mustaches
schnurrbärtig	moustached
schnurrbart	moustache
schnurrend	purring
schnurren	purr
schnurre	anecdote
schnurrhaare	whiskers
schnurrhaar	whisker
schnurrig	amusing
schnurrpfeifereien	curios
schnurrpfeiferei	tomfoolery
schnurrvögel	manakins
schnurstracks	hotfoot
schnurwurm	nemertine
schnur	cord
schnute	snoot
schoßbrett	lapboard
schoßhündchen	lapdog
schoßhund	lapdog
schoßkinder	pets
schoßkind	pet
schoßtanz	lapdance
schoß	skirt
schoah	shoa
schober	rick
schochet	shochet
schockant	shocking
schockartig	abrupt
schocker	shocker
schockgeber	defibrillator
schockierend	agitating
schockiert	outraged
schocksicher	shockproof
schocks	shocks
schockweiler	schockville
schock	jolt
schoderit	schoderite
schoenfliesit	schoenfliesite
schoepit	schoepite
schofaroth	shofroth
schofar	shofar
schofelig	mean
schofel	beastly
schoflig	mean
schoggi	chocolate
schogunat	shogunate
schoki	chocolate
schokocroissant	chocolatine
schokoladen	chocolate
schokoladenfreak	chocoholic
schokoladensüchtiger	chocoholic
schokoladewaren	chocolates
schokolade	chocolate
schokoladig	chocolatey
schoko	chocolate
scholar	scholar
scholastiker	scholastic
scholastik	scholasticism
scholastisch	scholastic
scholast	student
scholien	scholia
scholie	scholion
scholium	scholium
scholle	plaice
schollig	cloddy
scholzit	scholzite
schon	already
schonbezug	slipcover
schonend	conciliatory
schonen	scania
schoner	schooner
schongang	overdrive
schonisch	scanian
schonland	scania
schonungslos	blunt
schonungslosigkeit	bluntness
schonungslos	merciless
schonungsvoll	gentle
schonung	clemency
schon	yet
schoonerit	schoonerite
schopfbürzelstelzer	gallito
schopffisch	unicornfish
schopfgallito	gallito
schopfhuhn	hoactzin
schopfibis	waldrapp
schopfkarakara	carancho
schopf	tuft
schoren	shors
schorfig	leprose
schorf	bur
schorle	spritzer
schorlomit	schorlomite
schornsteine	smokestacks
schornsteinfeger	sweep
schornstein	chimney
schorsch	george
schor	choil
schoschonen	shoshones
schose	stuff
schoss	shoot
schotenklee	crowtoes
schotenkresse	arabidopsis
schote	boll
schothorn	clew
schottengemustert	tartan
schottenkaro	tartan
schottenmütze	tammy
schottenmuster	tartan
schottenröcke	kilts
schottenrock	kilt
schottenstoff	plaid
schotten	scotchmen
schotterdecke	macadam
schotterlos	ballastless
schotter	aggregate
schotte	jock
schottinnen	scotchwomen
schottin	scotchwoman
schottischer	schottische
schottisch	scotch
schottlandurlaub	holidays
schottland	scotland
schott	chott
schot	sheet
schräg	askew
schrägbalken	bend
schräg	bevel
schräger	slash
schräge	transversely
schrägfläche	bevel
schrägheck	hatchback
schrägheit	obliqueness
schräg	inclined
schrägkante	chamfer
schräglage	bank
schräglaufend	diagonal
schräglauf	drift
schräg	obliquely
schrägschrift	italics
schräg	skew
schrägstellung	slant
schrägstrich	oblique
schräg	tilted
schrägung	bevel
schrägziehen	pull
schräg	angular
schränkchen	cabinet
schränker	yegg
schränke	cabinets
schränkung	sewing
schrätzer	schraetzer
schröckingerit	schröckingerite
schröpfend	cupping
schröpfen	cupping
schröpfschnepper	scarificator
schrötling	blank
schrühbrand	bisquing
schrühware	biscuit
schraffierend	hatching
schraffieren	crosshatching
schraffiert	hatched
schraffierung	hachures
schraffur	crosshatching
schragenkreuz	saltire
schragen	saltire
schrammen	scratches
schramme	graze
schrammig	scarred
schrankenerklärung	disclaimer
schrankenlos	boundless
schrankenwärter	attendant
schranken	barriers
schranke	barrier
schrankkoffer	box
schrank	armoire
schranz	schranz
schrapnell	shrapnel
schratz	schraetzer
schraubbar	screwable
schraubbolzen	bolt
schraubeinsatz	bit
schraubel	bostryx
schraubenartig	helicoidal
schraubenbaum	pandanus
schraubendrehereinsatz	driver
schraubendreher	screwdriver
schraubend	screwing
schraubenförmig	helical
schraubenlinie	helix
schraubenmutter	nut
schraubenschlüssel	spanner
schraubenwurmfliege	screwworm
schraubenziege	markhor
schraubenzieher	screwdriver
schrauben	bolts
schrauber	gearhead
schraube	screw
schraubkranz	cogset
schraubstock	vice
schraubzwinge	clamp
schraufen	screw
schrebergärten	allotments
schrebergarten	allotment
schreckbild	chimera
schreckenerregend	appalling
schreckenstaten	atrocities
schreckenstat	atrocity
schrecken	affright
schreckerregend	frightening
schreckgespenster	bugbears
schreckgespenst	bogey
schreckgestalt	dread
schreckhaftigkeit	jumpiness
schreckhaft	jumpily
schrecklich	abominable
schrecklicherweise	horrifyingly
schreckliches	tremendousness
schrecklich	formidable
schrecklichkeit	awfulness
schrecklich	lurid
schrecknisse	horrors
schrecknis	horror
schreckschraube	boiler
schreckstarre	freezing
schreck	fear
schredder	shredder
schreibabys	crybabies
schreibaby	crybaby
schreibarbeit	paperwork
schreibart	style
schreibbüro	office
schreibbar	writable
schreibblock	notepad
schreibdame	typist
schreibebrief	letter
schreibeinheit	printer
schreibend	typing
schreiben	scriptwriting
schreibereien	writings
schreiberinnen	writers
schreiberin	writer
schreiberling	scribbler
schreibersit	schreibersite
schreiberstelle	clerkship
schreiber	author
schreibe	writing
schreibfeder	nib
schreibfehler	misspelling
schreibgriffel	stylus
schreibheft	copybook
schreibhilfen	amanuenses
schreibhilfe	amanuensis
schreibkräfte	typists
schreibkraft	typist
schreibkrampf	graphospasm
schreibkram	paperwork
schreibkunst	chirography
schreibmarke	cursor
schreibmaschinenanschlag	keystroke
schreibmaschinenmanuskript	typescript
schreibmaschinenschreiben	typing
schreibmaschinen	typewriters
schreibmaschine	typewriter
schreibmaterial	stationery
schreibpult	bureau
schreibsäle	scriptoria
schreibsaal	scriptorium
schreibschrift	cursive
schreibstift	pencil
schreibstubenunteroffizier	yeoman
schreibtische	desks
schreibtischgarnitur	inkstand
schreibtischhengst	deskjockey
schreibtischmöbel	bureau
schreibtischplatte	desktop
schreibtisch	bureau
schreibungen	spellings
schreibung	spelling
schreibunterlage	blotter
schreibwagen	carriage
schreibwalze	platen
schreibwarenhändler	stationer
schreibwarenhandlung	stationery
schreibwaren	stationery
schreibweisen	spellings
schreibweise	notation
schreibzeug	stationery
schreibzimmer	scriptorium
schreiend	blatant
schreien	braying
schreierei	bawling
schreierinnen	bawlers
schreier	bawler
schreie	cries
schreihals	shreeky
schreinerei	carpentry
schreinerin	cabinetmaker
schreiner	cabinetmaker
schreine	chests
schrein	cabinet
schreitender	pacer
schreitende	pacer
schreitend	pacing
schreitvögel	ciconiiformes
schrei	bawl
schreyerit	schreyerite
schriebersmann	writer
schrieb	writ
schriftarten	typefaces
schriftart	font
schriftband	scroll
schriftbild	character
schriftbreite	width
schriftdeutung	graphology
schriftdicke	width
schriftdisplay	marquee
schriftdolmetscherinnen	captioners
schriftdolmetscherin	captioner
schriftdolmetscher	captioner
schriftenreihe	series
schriften	publications
schriftführerin	secretary
schriftführer	secretary
schriftfarn	rustyback
schriftgelehrter	scribe
schriftgelehrte	scribes
schriftgelehrt	scribal
schriftgemäßheit	scripturality
schriftgemäß	scriptural
schriftkundigkeit	literacy
schriftleiter	editor
schriftleitung	editorship
schriftlesung	lection
schriftliches	writings
schriftlichkeit	scripturality
schriftlich	notational
schriftlos	nonliterate
schriftrollen	scrolls
schriftrolle	roll
schriftsätze	typesets
schriftsatz	composition
schriftschnitt	face
schriftsetzen	typesetting
schriftsetzer	compositor
schriftstücke	paperwork
schriftstück	document
schriftstellerberuf	authorship
schriftstellerei	authorship
schriftstellerinnen	authoresses
schriftstellerin	authoress
schriftstellerisch	authorial
schriftsteller	author
schrifttafel	tablet
schrifttum	literature
schrifttyp	font
schriftverkehr	correspondence
schriftwechsel	correspondence
schriftwerk	composition
schriftzeichen	character
schriftzug	hand
schrift	face
schrillend	shrilling
schrillen	skirl
schriller	shriller
schrillheit	shrillness
schrill	jarring
schrillste	shrillest
schrill	stridently
schrimps	shrimps
schrimp	shrimp
schritte	footfalls
schrittfehler	traveling
schritthöhe	standover
schritthaltend	inline
schrittmachen	pacemaking
schrittmacherdienst	pacemaking
schrittmacher	innovator
schrittmesser	pedometer
schrittmessung	pedometry
schrittoffen	crotchless
schrittpartie	crotch
schrittsteuerung	pacing
schrittweise	gradually
schrittweite	increment
schrittzähler	pedometer
schrittzählung	pedometry
schritt	crotch
schroff	abrupt
schroffheit	abruptness
schroff	rugged
schrotbüchse	shotgun
schroter	copper
schrotflinten	shotguns
schrotflinte	scattergun
schrotkugeln	pellets
schrotkugel	pellet
schrotmehl	meal
schrotmunition	buckshot
schrotsägeförmig	runcinate
schrotsägenförmig	runcinate
schrotsägen	whipsaws
schrotsäge	whipsaw
schrotthändler	junkdealer
schrotthalde	scrapheap
schrotthaufen	dumptruck
schrottig	cheesy
schrottkarre	jalopy
schrottkiste	lemon
schrottmühle	shitbox
schrottplatz	junkyard
schrottsammler	salvager
schrottwagen	junker
schrott	scrap
schrot	wholewheat
schrubbend	swabbing
schrubber	scrubber
schrullenhaft	cranky
schrulle	kink
schrullig	cranky
schrulliger	crankier
schrulligkeit	feyness
schrullig	kinky
schrulligste	crankiest
schrullig	wacky
schrumpelig	crumpled
schrumpelnd	shriveling
schrumpfbar	shrinkable
schrumpfend	shrinking
schrumpfen	shrinkage
schrumpffest	shrinkproof
schrumpffolie	shrinkwrap
schrumpffrei	shrinkproof
schrumpfig	wizened
schrumpfkopfhersteller	headshrinker
schrumpfungen	shrinkages
schrumpfung	contraction
schrumpf	shrinkage
schrumplig	wizened
schrundenförmig	rhagadiform
schrunde	rhagade
schrundig	chapped
schrund	lesion
schruppend	scrubbing
schruppen	hogging
schtadlan	shtadlan
schtetl	shtetl
schtreimel	shtreimel
schtschi	shchi
schtscholkowo	shchyolkovo
schußversuch	effort
schuß	snipe
schubbetrieb	coasting
schubdüse	thruster
schubdecke	nappe
schuber	slipcase
schubfächer	drawers
schubförmig	relapsing
schubfach	drawer
schubgelenk	slider
schubiack	rogue
schubkarren	pushcart
schubkarre	barrow
schubkasten	drawer
schubkräfte	thrusts
schubkraft	power
schubladendenken	pigeonholing
schubladen	drawers
schublade	drawer
schubnelit	schubnelite
schubs	nudge
schubweise	spasmodic
schub	boost
schuetteit	schuetteite
schuftend	drudging
schuften	graft
schufterei	graft
schufte	rascals
schuftig	blackguard
schuftigkeit	rascality
schuftig	rascal
schuftin	scoundrel
schuft	blackguard
schuhabdruck	shoeprint
schuhabsatz	heel
schuhanzieher	shoehorn
schuhbändel	shoestring
schuhbänder	shoelaces
schuhbürste	shoebrush
schuhband	bootlace
schuhcreme	shoepolish
schuheputzen	shoeshine
schuhe	footwear
schuhherstellung	shoemaking
schuhkratzer	shoescraper
schuhlöffel	shoehorn
schuhladen	shoeshop
schuhleder	shoeleather
schuhleisten	shoelast
schuhmacherei	shoemaking
schuhmacherin	bootmaker
schuhmacher	bootmaker
schuhnagel	hobnail
schuhnestel	shoelaces
schuhputzen	shoeshine
schuhputzer	bootblack
schuhriemen	shoelace
schuhsüchtiger	shoeaholic
schuhsüchtige	shoeaholic
schuhschnabel	shoebill
schuhsenkel	shoelace
schuhsohlen	soles
schuhspanner	shoetree
schuhspitze	toecap
schuhstollen	stud
schuhstrecker	shoetree
schuhware	footwear
schuhwerk	footgear
schuhwichse	shoeblacking
schuhzwecke	hobnail
schuh	wedge
schukowski	zhukovsky
schuko	schuko
schulübergreifend	interscholastic
schulabschluss	graduation
schulanfang	enrollment
schularbeiten	homework
schularbeit	homework
schulaufgaben	schoolwork
schulaufgabe	exercise
schulaufsatz	essay
schulausbildung	graduation
schulauswahl	varsity
schulbank	form
schulbar	tap
schulbetrieb	lessons
schulbildung	schooling
schulblock	pad
schulbub	schoolboy
schulbuchmäßig	textbook
schulbuch	schoolbook
schulbus	schoolbus
schuldbewusst	guiltily
schuldbrief	obligation
schuldenabbau	deleveraging
schuldenaufnahme	borrowing
schuldenbefreiung	discharge
schuldend	owing
schuldeneintreiber	follerer
schuldenerlass	acquittance
schuldenfrei	afloat
schuldenlast	indebtedness
schuldenschnitt	haircut
schuldenverrechnung	liquidation
schulden	arrearage
schulderfüllung	acquittance
schulderlass	acquittal
schulderschwerend	aggravating
schuldersetzung	novation
schuldforderung	claim
schuldgefühle	compunction
schuldhaft	culpable
schuldhaftigkeit	culpability
schuldherr	creditor
schuldig	blamable
schuldiger	guiltier
schuldige	culprit
schuldig	guiltily
schuldigkeit	blameworthiness
schuldigsprechung	conviction
schuldigste	guiltiest
schuldig	responsible
schuldirektorin	headmistress
schuldirektor	headmaster
schuldlos	blameless
schuldlosigkeit	blamelessness
schuldlos	inculpable
schuldnerin	debitrix
schuldner	borrower
schuldposten	debit
schuldscheine	bonds
schuldschein	bond
schuldtitel	debt
schuldumwandlung	novation
schuldverhältnisse	liabilities
schuldverhältnis	obligation
schuldverschreibung	bond
schuldvoll	guiltily
schuldzinsen	interest
schuldzuweisung	accusation
schuld	charge
schulenbergit	schulenbergite
schulend	indoctrinating
schulentlassung	graduation
schulen	schools
schulerziehung	schooling
schuleschwänzen	hooky
schule	group
schulfach	subject
schulfest	schooltreat
schulflugzeug	trainer
schulfreunde	schoolmates
schulfreundinnen	schoolmates
schulfreundin	schoolfriend
schulfreund	schoolfriend
schulgebäude	schoolhouse
schulgelder	tuitions
schulgeld	schoolfee
schulgerecht	exemplary
schulhaus	schoolhouse
schulheft	notebook
schulhofschläger	bully
schulhof	playground
schulisch	educational
schuljahr	session
schuljugend	schoolchildren
schuljunge	schoolboy
schulkameraden	schoolfellows
schulkameradin	schoolmate
schulkamerad	classmate
schulkenntnisse	knowledge
schulkinder	schoolchildren
schulkind	pupil
schulklasse	class
schulknabe	schoolboy
schulkollege	schoolmate
schulkollegin	schoolmate
schulkumpel	schoolmate
schullehrerin	schoolmarm
schullehrer	schoolteacher
schulleistungen	performance
schulleiterin	headmistress
schulleiter	headmaster
schullektüre	books
schulmäßig	scholastic
schulmädchen	schoolgirlie
schulmädel	schoolgal
schulmann	pedagogue
schulmappen	satchels
schulmappe	satchel
schulmeisterei	pedantism
schulmeisterhaft	didactic
schulmeisterin	schoolmistress
schulmeisterlich	didactic
schulmeister	dominie
schulnoten	grades
schulnote	grade
schulpausenhof	schoolyard
schulplatz	schoolyard
schulranzen	satchel
schulreiten	schooling
schulschwänzen	truancy
schulschwänzerei	truancy
schulschwänzerin	truant
schulschwänzer	truant
schulstufe	grade
schulstunde	class
schultafel	blackboard
schultag	schoolday
schultasche	satchel
schultenit	schultenite
schulterblätter	scapulae
schulterblatt	bladebone
schulterdach	acromion
schulterfrei	strapless
schulterhöhe	acromion
schulterklappen	epaulettes
schulterklappe	epaulette
schulterklopfen	backslapping
schulterlos	shoulderless
schulternd	shouldering
schultern	shoulders
schulterplatte	pauldron
schulterschluss	solidarity
schulterstück	pauldron
schulterstütze	buttstock
schulterstreifen	flash
schulterträger	suspender
schultertrage	yoke
schultertuch	amice
schulterzucken	shrug
schulter	scapular
schultheiß	sheriff
schulungen	schoolings
schulung	education
schulunterricht	instruction
schulvermeidung	truancy
schulversäumnisse	truancy
schulversager	underachiever
schulverweigerer	truants
schulverweigerung	truancy
schulwesen	schools
schulwissenschaft	scholasticism
schulzeit	schooldays
schulzenhof	farmstead
schulze	sheriff
schulzimmer	classroom
schulz	oriole
schul	synagoge
schumacherit	schumacherite
schumen	shumen
schummelei	cheating
schummeln	cheating
schummelzettel	pony
schummel	fudge
schummerig	dim
schummerung	shading
schummlerin	cheat
schummler	cheat
schummrig	woozy
schundblatt	rag
schundliteratur	trash
schundproduzent	schlockmeister
schund	tripe
schupfen	shed
schupf	push
schupo	policeman
schuppenähnlich	scalelike
schuppenameisen	formicines
schuppenartig	imbricate
schuppenbildung	scaling
schuppendrachenfische	loosejaws
schuppenförmig	imbricate
schuppenflechte	psoriasis
schuppenlos	scaleless
schuppentiere	pangolins
schuppentier	pangolin
schuppenwurz	toothwort
schuppen	shack
schuppe	flake
schuppig	dandruffy
schuppiger	scalier
schuppig	flaked
schuppigkeit	scaliness
schuppig	leprose
schuppigste	scaliest
schuppung	desquamation
schupp	raccoon
schurf	prospecting
schurkenhaftigkeit	rogueship
schurkenstreiche	knaveries
schurkenstreich	devilment
schurken	bounders
schurkereien	rascalities
schurkerei	knavery
schurke	baddie
schurkinnen	villainesses
schurkin	villainess
schurkisch	arch
schurre	chute
schurrmurr	lumber
schurschere	shears
schurwolle	shearings
schurz	apron
schur	clip
schussabfahrt	schuss
schussabgabe	firing
schussbeobachter	spotter
schussbereiche	ranges
schusselfehler	slip
schusseligkeit	scattiness
schusselig	bumbling
schussel	blunderer
schusser	marble
schussfaden	weft
schussfahrer	schussboomer
schussfahrt	schuss
schussfest	bulletproof
schusslig	scatty
schusspflaster	wadding
schussrichtung	downrange
schussrinne	chute
schusssicher	bulletproof
schussversuch	effort
schusswaffen	firearms
schusswaffe	firearm
schusswechsel	gunfight
schussweite	carry
schuss	potshot
schusterjunge	orphan
schusterkäfer	firebug
